SampleID,sequencing_well,batch,project,field,sample_name,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_ca,available_na,extractable_cu,extractable_zn,extractable_fe,extractable_so4,extractable_mo,extractable_mn,extractable_cu,extractable_co
4_demultiplex.bc1020--bc1065.hifi_reads,F11,1,farmer_kit,FK.5RW.1.244,FK.5RW.1.244,52.90557,0.561505,2,7,2024,01/01/2024,02/07/2024,183,OSR,,spring_barley,,sugar_beet,,winter_wheat,,potato,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1075.hifi_reads,F12,1,gt_control,S3,S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1033.hifi_reads,G1,1,sample,5RW.02,5RW.02.07,52.900938,0.57231,2,7,2024,01/01/2024,02/07/2024,183,OSR,,winter_barley,,winter_wheat,,sugar_beet,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1035.hifi_reads,G2,1,sample,5RW.02,5RW.02.15,52.900938,0.57231,2,7,2024,01/01/2024,02/07/2024,183,OSR,,winter_barley,,winter_wheat,,sugar_beet,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1044.hifi_reads,G3,1,sample,4EH.02,4EH.02.20,51.883353,-0.82113,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_oats,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1045.hifi_reads,G4,1,sample,8HQ.02,8HQ.02.07,53.11209,0.05528,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize_forage,,spring_wheat,,,,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1054.hifi_reads,G5,1,sample,8HQ.02,8HQ.02.15,53.11209,0.05528,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize_forage,,spring_wheat,,,,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1056.hifi_reads,G6,1,sample,9JA.01,9JA.01.03,51.368146,-2.440479,16,7,2024,01/01/2024,16/07/2024,197,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1057.hifi_reads,G7,1,sample,9JA.01,9JA.01.11,51.368146,-2.440479,16,7,2024,01/01/2024,16/07/2024,197,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1059.hifi_reads,G8,1,sample,9JA.01,9JA.01.19,51.368146,-2.440479,16,7,2024,01/01/2024,16/07/2024,197,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1060.hifi_reads,G9,1,sample,5RW.01,5RW.01.06,52.90557,0.561505,2,7,2024,01/01/2024,02/07/2024,183,OSR,,spring_barley,,sugar_beet,,winter_wheat,,potato,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1062.hifi_reads,G10,1,sample,5RW.01,5RW.01.14,52.90557,0.561505,2,7,2024,01/01/2024,02/07/2024,183,OSR,,spring_barley,,sugar_beet,,winter_wheat,,potato,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1065.hifi_reads,G11,1,sample,9JG.01,9JG.01.01,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1075.hifi_reads,G12,1,internal_control,EMPTY,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1033.hifi_reads,H1,1,sample,5RW.02,5RW.02.08,52.900938,0.57231,2,7,2024,01/01/2024,02/07/2024,183,OSR,,winter_barley,,winter_wheat,,sugar_beet,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1035.hifi_reads,H2,1,sample,5RW.02,5RW.02.16,52.900938,0.57231,2,7,2024,01/01/2024,02/07/2024,183,OSR,,winter_barley,,winter_wheat,,sugar_beet,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1044.hifi_reads,H3,1,farmer_kit,FK.4EH.2.249,FK.4EH.2.249,51.883353,-0.82113,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_oats,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,,,,,,,,,,Yes,Yes,No,,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1045.hifi_reads,H4,1,sample,8HQ.02,8HQ.02.08,53.11209,0.05528,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize_forage,,spring_wheat,,,,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1054.hifi_reads,H5,1,sample,8HQ.02,8HQ.02.16,53.11209,0.05528,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize_forage,,spring_wheat,,,,Extase; Astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1056.hifi_reads,H6,1,sample,9JA.01,9JA.01.04,51.368146,-2.440479,16,7,2024,01/01/2024,16/07/2024,197,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1057.hifi_reads,H7,1,sample,9JA.01,9JA.01.12,51.368146,-2.440479,16,7,2024,01/01/2024,16/07/2024,197,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1059.hifi_reads,H8,1,sample,9JA.01,9JA.01.20,51.368146,-2.440479,16,7,2024,01/01/2024,16/07/2024,197,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1060.hifi_reads,H9,1,sample,5RW.01,5RW.01.07,52.90557,0.561505,2,7,2024,01/01/2024,02/07/2024,183,OSR,,spring_barley,,sugar_beet,,winter_wheat,,potato,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1062.hifi_reads,H10,1,sample,5RW.01,5RW.01.15,52.90557,0.561505,2,7,2024,01/01/2024,02/07/2024,183,OSR,,spring_barley,,sugar_beet,,winter_wheat,,potato,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,Yes,Yes,No,Yes,No,No,,,No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1065.hifi_reads,H11,1,sample,9JG.01,9JG.01.02,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1075.hifi_reads,H12,1,internal_control,EMPTY,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1076.hifi_reads,A1,1,sample,9JG.01,9JG.01.09,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1082.hifi_reads,A2,1,sample,9JG.01,9JG.01.17,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1083.hifi_reads,A3,1,sample,8HQ.01,8HQ.01.04,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1089.hifi_reads,A4,1,sample,8HQ.01,8HQ.01.12,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1096.hifi_reads,A5,1,sample,8HQ.01,8HQ.01.20,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1098.hifi_reads,A6,1,sample,2AY.01,2AY.01.10,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1100.hifi_reads,A7,1,sample,4EH.01,4EH.01.12,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1005--bc1101.hifi_reads,A8,1,sample,9JG.01,9JG.01.06,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1076.hifi_reads,B1,1,sample,9JG.01,9JG.01.10,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1082.hifi_reads,B2,1,sample,9JG.01,9JG.01.18,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1083.hifi_reads,B3,1,sample,8HQ.01,8HQ.01.05,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1089.hifi_reads,B4,1,sample,8HQ.01,8HQ.01.13,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1096.hifi_reads,B5,1,farmer_kit,FK.8HQ.1.229,FK.8HQ.1.229,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1098.hifi_reads,B6,1,sample,4LQ.02,4LQ.02.14,51.22593,1.22016,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,,winter_oats,,winter_wheat,,winter_wheat,,winter_beans,,,,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes,,,,,Every three years,Yes,,,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1100.hifi_reads,B7,1,sample,4EH.01,4EH.01.13,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1007--bc1101.hifi_reads,B8,1,sample,9JG.01,9JG.01.07,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1076.hifi_reads,C1,1,sample,9JG.01,9JG.01.11,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1082.hifi_reads,C2,1,sample,9JG.01,9JG.01.19,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1083.hifi_reads,C3,1,sample,8HQ.01,8HQ.01.06,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1089.hifi_reads,C4,1,sample,8HQ.01,8HQ.01.14,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1096.hifi_reads,C5,1,farmer_kit,FK127,FK127,53.364007,-0.32783013,27,8,2024,01/01/2024,27/08/2024,239,winter_wheat,,winter_wheat,,spring_barley,,oilseed_rape,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,"Nitrogen- March, April, May; Phosphate-March; Potassium-April",No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1098.hifi_reads,C6,1,sample,4LQ.02,4LQ.02.15,51.22593,1.22016,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,,winter_oats,,winter_wheat,,winter_wheat,,winter_beans,,,,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes,,,,,Every three years,Yes,,,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1100.hifi_reads,C7,1,sample,2AY.02,2AY.02.08,53.17083,-0.3737,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1008--bc1101.hifi_reads,C8,1,sample,9JG.01,9JG.01.08,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1076.hifi_reads,D1,1,sample,9JG.01,9JG.01.12,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1082.hifi_reads,D2,1,sample,9JG.01,9JG.01.20,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1083.hifi_reads,D3,1,sample,8HQ.01,8HQ.01.07,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1089.hifi_reads,D4,1,sample,8HQ.01,8HQ.01.15,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1096.hifi_reads,D5,1,farmer_kit,FK128,FK128,53.288624,-0.33077522,27,8,2024,01/01/2024,27/08/2024,239,winter_wheat,,spring_barley,,spring_barley,,spring_barley,,oilseed_rape,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,"Nitrogen- March, April, May; Phosphate-March; Potassium-April",No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1098.hifi_reads,D6,1,sample,4LQ.02,4LQ.02.16,51.22593,1.22016,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,,winter_oats,,winter_wheat,,winter_wheat,,winter_beans,,,,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes,,,,,Every three years,Yes,,,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1100.hifi_reads,D7,1,sample,2AY.02,2AY.02.09,53.17083,-0.3737,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1012--bc1101.hifi_reads,D8,1,gt_control,S1,S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1076.hifi_reads,E1,1,sample,9JG.01,9JG.01.13,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1082.hifi_reads,E2,1,farmer_kit,FK.9JG.1.235,FK.9JG.1.235,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1083.hifi_reads,E3,1,sample,8HQ.01,8HQ.01.08,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1089.hifi_reads,E4,1,sample,8HQ.01,8HQ.01.16,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1096.hifi_reads,E5,1,farmer_kit,FK129,FK129,53.172041,-0.3064277,27,8,2024,01/01/2024,27/08/2024,239,winter_wheat,,winter_wheat,,oilseed_rape,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,"Nitrogen- March, April, May; Phosphate-March; Potassium-April",No,,,,,,,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
